,psdtheta_1,psdalpha_1,psdbeta_1,psdtheta_2,psdalpha_2,psdbeta_2,psdtheta_3,psdalpha_3,psdbeta_3,psdtheta_4,psdalpha_4,psdbeta_4,psdtheta_5,psdalpha_5,psdbeta_5,psdtheta_6,psdalpha_6,psdbeta_6,psdtheta_7,psdalpha_7,psdbeta_7,psdtheta_8,psdalpha_8,psdbeta_8,psdtheta_9,psdalpha_9,psdbeta_9,psdtheta_10,psdalpha_10,psdbeta_10,psdtheta_11,psdalpha_11,psdbeta_11,psdtheta_12,psdalpha_12,psdbeta_12,psdtheta_13,psdalpha_13,psdbeta_13,psdtheta_14,psdalpha_14,psdbeta_14,Age,Gender,Participant,Video,Video_Name,Target_Emotion,Valence,Arousal,Dominance
0,0.013040880871745982,0.01212554878828655,0.005556151134118294,0.004563090344303366,0.00456147382596239,0.001863753730543277,0.011277744621286797,0.009412905989698375,0.0068384243507680536,0.019314274114723494,0.019308610450270342,0.011809256644957074,0.006109655521001521,0.007270295552801476,0.0048691745748186055,0.020854626288847457,0.01806628306670279,0.008015365938332554,0.0042694865305634485,0.004268687861941208,0.008255916275153678,0.002066118815526176,0.00194016203994503,0.0011956499735945325,0.006780035933039322,0.0067776813454133965,0.004557894835351265,0.0018129973880018095,0.0018157615655181884,0.0015466117697690292,0.006571032391682797,0.006570720853469482,0.01169771030240064,0.00660208101188514,0.006232307859435426,0.006031836330477601,0.001542710042458302,0.0015425017720764273,0.002007231600941116,0.0021279906781748008,0.002127743754770633,0.0022224747657977628,22,male,1,1,Searching for Bobby Fischer,calmness,0.75,0.5,0.25
1,0.0128970693875328,0.011999217220750102,0.0055205652285648865,0.003577401586376423,0.00357845197243048,0.0017661781096735994,0.012697777031299417,0.013452687811552292,0.013894011776213508,0.029616486606376835,0.02962553528347815,0.0171616414296503,0.017937802107446593,0.0213573422253918,0.013651081774230234,0.00850559119925213,0.007807318273999945,0.0035814242873642276,0.007019402885680876,0.00702226663128276,0.004135505371342315,0.005745975408813249,0.005399100692131995,0.004520715527768826,0.00939479590737194,0.009954427865967105,0.01028799531444979,0.005571760940489331,0.005583280786636099,0.004148507532901245,0.010793122392380132,0.009549638380286784,0.007790163589337023,0.01112666220532417,0.011795391685413437,0.012215798056030404,0.005429386008496466,0.004889969705826178,0.003977629608690312,0.003317531258499743,0.0033187717170734144,0.003188708116961383,22,male,1,2,D.O.A.,surprise,0.5,0.5,0.0
2,0.013951612048964059,0.012972535062105413,0.005944790246856816,0.0032616402616610324,0.0032606060026916044,0.002530950745521634,0.013380596170527847,0.013374255322289069,0.020684564301880547,0.027430851320378733,0.027422757664759476,0.04205068429214412,0.014606445203123186,0.017380298261805788,0.031130200991114056,0.012737973421682357,0.011690420547881216,0.008503597630526306,0.006391238602485039,0.006390088227071692,0.010200822666389156,0.004195168523880329,0.003939537602466845,0.008333574504976633,0.011305216045129103,0.013531641274257164,0.020341507991153297,0.004462827136672876,0.0044693348152650865,0.007472205525374604,0.012044231882607247,0.01204430811604914,0.019239074441195648,0.022901763670064613,0.022902180480030607,0.022901128003541653,0.0043631152712614195,0.004362635343403287,0.007739772799815631,0.006352430091469633,0.006351211204396329,0.011612381795169309,22,male,1,3,The Hangover,amusement,1.0,0.75,0.75
3,0.011079042043580813,0.010301935408669466,0.004722124316946605,0.003295101456040207,0.0032941940319598947,0.0025577313379034736,0.015237669055524273,0.017217289515955348,0.01834265725503166,0.027321659140426027,0.027314798765788992,0.03557654864080616,0.010300903256365861,0.012257794910025268,0.011931188034371135,0.01595710674180221,0.015064735898992003,0.00691530333796494,0.005345255190142744,0.005344471468914538,0.008503532316016764,0.0033361679321781998,0.0031329770869606517,0.004353306446159743,0.008287526427237082,0.008284987555118702,0.013079436985222567,0.0030891690146964803,0.0030938697279137973,0.002751461302749593,0.008960543519004154,0.008960752204614295,0.016044672689393892,0.017280510379538903,0.01728559470219137,0.01730741532050278,0.0025847209664238034,0.0025844611822519875,0.005218475030006811,0.0037127944002397265,0.003712266750833121,0.006169665464716507,22,male,1,4,The Ring,fear,0.75,0.5,0.25
4,0.015531887314278119,0.014441766829211226,0.006617731834954041,0.0026104643368992015,0.002609679604254189,0.003129959608366896,0.021367693431193394,0.021361110516913813,0.021334476960008616,0.030533336213304032,0.03052405738022605,0.04067049618501863,0.030624933916987864,0.03643945742278405,0.018165367883635434,0.01863636113013372,0.017106817502060025,0.007853346168765835,0.012166111593069342,0.012163629249888584,0.00982584521350037,0.007667045254607009,0.0071996420249356855,0.006024912395351992,0.026360767717526046,0.025556131218166498,0.014983889026751547,0.009281790397922249,0.009294962926889866,0.006991522665988878,0.02528224405150019,0.02528122927098192,0.018437784921941203,0.02002477211582492,0.020030724649941992,0.02005787496440135,0.009890955603725557,0.00988932242069953,0.005941541604227624,0.014466421841281754,0.014462429481571327,0.008774694042479013,22,male,1,5,300,excitement,0.75,0.75,0.75
5,0.01409328274902537,0.0131068493534061,0.00601424541303246,0.006181670948843576,0.0074067810875150155,0.025744721447777525,0.129551541833736,0.1297019598599074,0.13034250517331825,0.10636293515192274,0.1272577445886817,0.20256964051663065,0.07620968366440564,0.09083566524950748,0.06825127723795933,0.1628958088983467,0.1582096396631378,0.0745727608062738,0.04316932955765389,0.04323425505034927,0.04352966569964113,0.02220266049294789,0.02088560822893364,0.020974221431956656,0.06016204692172293,0.06024412242302457,0.06060994858877167,0.022623069142622975,0.022694539653128887,0.020343711466447666,0.0739186373861689,0.07404313322382358,0.07462994718118256,0.17588289147767713,0.17620146076417403,0.17759139129870874,0.023058179300188872,0.023094191177707647,0.023258570630746978,0.03066048676076308,0.03070529079947369,0.03090512756004327,22,male,1,6,National Lampoon's VanWilder,disgust,0.0,0.25,1.0
6,0.013696152069904209,0.012741078959069393,0.005857128228341521,0.0032331184872799504,0.003233434267623517,0.0029202488275061563,0.02081590083110565,0.02162880220096492,0.02043115703673957,0.031630264897883544,0.031635787383765275,0.032357088321476234,0.021096272981807433,0.02511427791292226,0.01549479434040807,0.016510854864244716,0.015684050599910418,0.0066725178949862025,0.008893979566473097,0.00889670307157818,0.007251286817339201,0.006309421265898478,0.005927747433631411,0.005447865640206305,0.018757015019056418,0.017667343712038836,0.013358128992971256,0.006850462890065556,0.006863593783548074,0.004977748723714206,0.019329942222149663,0.019300424623209435,0.014368856936351109,0.030734845958089122,0.031957808648386946,0.030283198164935066,0.007602784594400495,0.007282240482525235,0.005127698811649139,0.009516945049555903,0.009519372669418696,0.0075175893517888705,22,male,1,7,Wall-E,happiness,1.0,0.75,0.75
7,0.014505349673759426,0.013486736718901998,0.004985447144643534,0.0010345314378296308,0.0008700831605525651,0.00010187785617871621,0.0006153947085702369,0.0006200355827586846,0.000638593654955573,0.004529661549133388,0.0038398379201488447,0.0016418001852409993,0.003017618934240405,0.0029959943299954456,0.0013572374283039262,0.00037804162743683835,0.0003301006892972577,0.0001520344450737392,0.0006427370791644055,0.0005688030084304559,0.0005280939893328402,0.0007295321140949316,0.0005714742251281898,0.00044576459657178104,0.0010637325429557834,0.0010621395482804843,0.0010544114583868117,0.0015089094836167943,0.001260916247842724,0.0004313709265386339,0.0014422715558963456,0.001212791512019565,0.0011400278409063234,0.0007489139517972489,0.0007483802545315065,0.0007459135963754691,0.0004074205272543826,0.00040688512928188273,0.0004043045776810485,0.000948428609112723,0.000790787348455301,0.0006700900347028033,22,male,1,8,Crash,anger,0.0,0.25,0.75
8,0.008116617239411206,0.007548523112395674,0.0033000702430986406,0.0032776538723302794,0.002747133900639443,0.0002942780823531406,0.003362411026745258,0.0033698527466614033,0.003400951880307533,0.28406329432893607,0.23815052235280626,0.027380346115434582,0.15345800947259952,0.15311231822727667,0.013136467589646724,0.0020160632799619137,0.001551235803934841,0.0006628877441774345,0.08412982783474895,0.07053445769881833,0.008111816709790226,0.04620742169987667,0.03638528313820783,0.004171596946102601,0.10949666756060628,0.0917860871260668,0.010544661023238212,0.04867151290894066,0.04087045720393577,0.004181990946941696,0.17926136991969327,0.15031125504181686,0.017301671341739,0.004248542724126375,0.004260006997387809,0.004311262149657663,0.044649473534878414,0.03743535808128072,0.004305179419023957,0.06323720096376655,0.05301232732928806,0.006091151070881464,22,male,1,9,My Girl,sadness,0.0,0.25,0.5
9,0.015051827208408546,0.014835021042666182,0.007036590795863218,0.004098475616573419,0.004343189333588183,0.0034903880679023006,0.009496583459718391,0.010062210127919706,0.010388931378633393,0.010905104716708705,0.010903854231562995,0.010895412253169954,0.01161198377379135,0.01464648743435023,0.011303235806857414,0.00834487070967972,0.007659852963967322,0.0035146318260371977,0.005235442699434228,0.005548783468732306,0.005740041639584058,0.003937752936087269,0.003919682434076642,0.004042123040674999,0.011194050268335295,0.011193240699456063,0.0111923645884885,0.054050291698713934,0.053620207073003016,0.02023505014491274,0.010564854110001565,0.011198758075649452,0.011593886769723694,0.009383750104394035,0.009948263981998941,0.010298333932276298,0.004035680434987864,0.0040364694023736075,0.004040605619449894,0.0010761489508765505,0.0010767364379412369,0.0010798150916302815,22,male,1,10,The Fly,disgust,1.0,0.5,0.75
